,Years,Month,Degree Heating Week Values
0,2016,1,0.11216129032258064
1,2016,2,3.8475827586206903
2,2016,3,9.809458064516127
3,2016,4,11.283296666666669
4,2016,5,6.272406451612902
5,2016,6,1.0195700000000003
6,2016,7,0.0
7,2016,8,0.0
8,2016,9,0.0
9,2016,10,0.0
10,2016,11,0.0
11,2016,12,0.0
