,Years,Month,Degree Heating Week Values
0,2010,1,0.09984193548387098
1,2010,2,0.4123785714285714
2,2010,3,2.5127903225806456
3,2010,4,2.681160000000001
4,2010,5,2.033345161290323
5,2010,6,0.00519
6,2010,7,0.0
7,2010,8,0.0
8,2010,9,0.0
9,2010,10,0.0
10,2010,11,0.0
11,2010,12,0.6500419354838709
